name_common,age,mlb_ID,player_ID,year_ID,team_ID,stint_ID,lg_ID,G,GS,IPouts,IPouts_start,IPouts_relief,RA,xRA,xRA_sprp_adj,xRA_extras_adj,xRA_def_pitcher,PPF,PPF_custom,xRA_final,BIP,BIP_perc,RS_def_total,runs_above_avg,runs_above_avg_adj,runs_above_rep,RpO_replacement,GR_leverage_index_avg,WAR,salary,teamRpG,oppRpG,pyth_exponent,waa_win_perc,WAA,WAA_adj,oppRpG_rep,pyth_exponent_rep,waa_win_perc_rep,WAR_rep,ERA_plus,ER_lg
Josh Rojas,30,668942,rojasjo01,2024,SEA,1,AL,2,0,6,0,6,2,1.015,-0.068,0,0.078,91,94.5,0.821,6,0.0015,52,-1.179,-1.189,-0.996,0.193,0,-0.04,3100000,4.38443,4.97893,1.892,0.4401,-0.1198,0.0558,4.47446,1.862,0.4905,0.0195,49.15,0.983
Tanner Tully,27,668684,tullyta01,2022,CLE,1,AL,3,0,18,0,18,4,2.919,-0.194,0,0.421,97,96.4,2.221,22,0.0054,78,-1.779,-1.748,-1.247,0.188,0.25,-0.07,NULL,4.25074,4.8334,1.875,0.4401,-0.1797,0.0528,4.43062,1.851,0.4808,0.0578,67.025,2.681
Tommy Henry,24,674072,henryto01,2022,ARI,1,NL,9,9,141,141,0,28,23.049,1.051,0,1.661,99,100.41,22.531,145,0.0339,49,-5.469,-5.359,-1.161,0.194,1,-0.14,NULL,4.39519,4.99064,1.893,0.4402,-0.5382,-0.0393,4.87475,1.886,0.4513,0.4424,75.45357143,21.127
Chris Flexen,28,623167,flexech01,2023,COL,2,NL,12,12,181,181,0,45,31.077,1.448,0,0.672,115,117.393,37.393,202,0.0448,15,-7.607,-7.48,-1.685,0.208,1,-0.19,8000000,4.70669,5.33003,1.93,0.4403,-0.7164,-0.042,5.2049,1.923,0.4518,0.5683,79.46428571,33.375
Taj Bradley,22,671737,bradlta01,2023,TBR,1,AL,23,21,314,308,6,69,57.265,2.5,0,1.681,97,96.726,56.182,291,0.0731,23,-12.818,-14.104,-2.76,0.203,0.185,-0.44,NULL,4.6077,5.22092,1.918,0.4404,-1.3708,-0.0573,5.04061,1.908,0.4573,0.9869,75.31076923,48.952
Sixto SÃ¡nchez,25,664350,sanchsi01,2024,MIA,1,NL,14,7,107,85,22,29,18.077,0.412,0,-0.624,109,108.432,20.725,128,0.0297,-21,-8.275,-8.398,-4.944,0.198,1.0757,-0.54,742000,4.47804,5.0779,1.903,0.4405,-0.833,-0.0492,4.71902,1.882,0.4754,0.341,75.1875,18.045
Daulton Jefferies,28,641726,jeffeda01,2024,PIT,2,NL,4,0,30,0,30,7,4.696,-0.313,0,-0.089,101,103.762,4.64,31,0.0074,-12,-2.36,-2.395,-1.426,0.198,0.145,-0.07,740000,4.47804,5.07679,1.903,0.4406,-0.2376,0.0746,4.71452,1.882,0.4758,0.0958,68.77142857,4.814
Julian Aguiar,23,687924,aguiaju01,2024,CIN,1,NL,7,7,95,95,0,22,15.5,0.711,0,-0.886,106,104.8,17.918,104,0.0253,-35,-4.082,-4.191,-1.125,0.198,1,-0.14,NULL,4.47804,5.07676,1.903,0.4406,-0.4158,-0.0256,4.90595,1.893,0.4569,0.2987,70.92727273,15.604
Alex Wood,33,622072,woodal02,2024,OAK,1,AL,9,9,118,112,6,27,19.988,0.793,0,-1.812,98,96.914,21.896,129,0.0302,-60,-5.104,-5.296,-1.507,0.193,1,-0.19,8500000,4.38443,4.97288,1.891,0.4407,-0.5337,-0.0286,4.7779,1.88,0.4597,0.3722,75.6,17.388
Chris Owings,30,572008,owingch01,2022,BAL,1,AL,1,0,3,0,3,1,0.499,-0.033,0,0.044,100,100,0.422,5,0.0012,37,-0.578,-0.573,-0.489,0.188,0,-0.02,700000,4.25074,4.82374,1.875,0.441,-0.059,0.0271,4.34068,1.846,0.4903,0.0097,60.1,0.601
Zack Littell,27,641793,litteza01,2023,BOS,1,AL,2,0,9,0,9,3,1.926,-0.128,0,-0.043,106,99.2,1.826,10,0.0024,-18,-1.174,-1.211,-0.886,0.203,0.075,-0.04,NULL,4.6077,5.2132,1.918,0.4411,-0.1178,0.0474,4.7504,1.891,0.4856,0.0289,56.06666667,1.682
Spencer Howard,27,675921,howarsp01,2024,SFG,1,NL,7,2,72,35,37,16,13.361,-0.159,0,0.04,93,90.614,11.927,82,0.0202,2,-4.073,-4.156,-1.832,0.198,0.776,-0.2,NULL,4.47804,5.07176,1.902,0.4411,-0.4123,-0.0191,4.80235,1.887,0.4671,0.228,69.54666667,10.432
Janson Junk,28,676083,junkja01,2024,MIL,1,NL,5,0,24,0,24,6,3.793,-0.253,0,0.461,101,99.5,3.064,30,0.0072,64,-2.936,-2.964,-2.189,0.198,0.12,-0.11,740000,4.47804,5.07084,1.902,0.4412,-0.294,0.1078,4.62939,1.877,0.4844,0.0772,64.75,3.885
Luke Weaver,28,596133,weavelu01,2022,ARI,1,NL,12,1,49,11,38,14,8.045,-0.335,0,0.617,99,99.114,7.03,54,0.0126,49,-6.97,-6.932,-5.473,0.194,0.3464,-0.4,2875000,4.39519,4.97286,1.892,0.4419,-0.6972,0.1387,4.52018,1.865,0.4869,0.1586,53.23571429,7.453
Tyler Matzek,33,554431,matzety01,2024,ATL,1,NL,11,0,30,0,30,11,5.338,-0.356,0,0.288,100,98.208,4.61,35,0.009,32,-6.39,-6.425,-5.456,0.198,0.66,-0.46,1900000,4.47804,5.06213,1.902,0.442,-0.638,0.0815,4.56403,1.873,0.4911,0.0969,43.34545455,4.768
Bryan Hudson,26,663542,hudsobr01,2023,LAD,1,NL,6,0,26,0,26,7,4.288,-0.283,0,0.53,99,97.136,3.375,32,0.0078,68,-3.625,-3.607,-2.774,0.208,0.1217,-0.14,NULL,4.70669,5.30786,1.928,0.4423,-0.3462,0.1273,4.84982,1.903,0.4858,0.0837,61.52857143,4.307
Devin Sweet,26,682967,sweetde01,2023,SEA,1,AL,2,0,6,0,6,2,1.053,-0.07,0,0.026,94,88,0.842,7,0.0017,15,-1.158,-1.183,-0.966,0.203,0.46,-0.07,NULL,4.6077,5.1992,1.917,0.4424,-0.1152,0.0264,4.70283,1.889,0.4904,0.0193,52.25,1.045
